,Attack Name,Network,ProtocolContracts,Attacker,MatchingHashes_TP,MatchingHashes_FP,matchingcontractaddresses
0,Themis,Arb,"0x75f805e2fb248462e7817f0230b36e9fae0280fc,0xe611e633c1e88d4f026fec5bc1e40e8a477f41ad,0x6a9591df4bdccfa273d5760459fb9b00cea6b4f1,0x86d0a7a8bd588f702e154c4d6d2b95e5329a25cc,0xf053325f55e01f6f3d51af45b42e730bd52f946a,0x7a89d78f1896957388fc4534fc490cd8c1e24739,0x993b16ff4b16488912a9bc6cbe1f56cf2b34e259,0xb1f4463bfbf3f96b030beaf0046ed6d33042754f,0xe3b47c688e61e74d159725ee6011d6f31a9037eb,0x1762a96724ab7ae072abd7db7a43ffc66261669e,0x1467b18945135c6866b7f9d64729bcdad60c9295,0x10c73b8e7e5dc0d25a1a717f4bf9026d955382de","0xdb73eb484e7dea3785520d750eabef50a9b9ab33,0x05a1b877330C168451F081bFaF32D690Ea964Fca",,,
1,Rodeo Finance,Arb,"0x8accf43dd31dfcd4919cc7d65912a475bfa60369,0x9d6a853da8bf51386240ad1ed19e13c48df3a2a7,0x6f456005a7cfbf0228ca98358f60e6ae1d347e18,0x5e4d7f61cc608485a2e4f105713d26d58a9d0cf6,0x0032f5e1520a66c6e572e96a11fbf54aea26f9be,0x3d288c83b6030f86d83e5c8dc4150382004471a8,0xab7d6293ce715f12879b9fa7cbabbfce3bac0a5a,0x033f193b3fceb22a440e89a2867e8fee181594d9,0x45a58482c3b8ce0e8435e407fc7d34266f0a010d,0x5180dce8f532f40d84363737858e2c5fd0c8ab39,0xc4327dc9ef2511706d233e813b822f196bc027ac","0x20de06dcf497911aca02529628383c7599dacfb9,0xbc7070605e9052c8c2c8b04732fcb85199d8246b",,,
2,Rodeo Finance,Arb,"0x8accf43dd31dfcd4919cc7d65912a475bfa60369,0x6f456005a7cfbf0228ca98358f60e6ae1d347e18,0x5e4d7f61cc608485a2e4f105713d26d58a9d0cf6,0x0032f5e1520a66c6e572e96a11fbf54aea26f9be,0x3d288c83b6030f86d83e5c8dc4150382004471a8,0xab7d6293ce715f12879b9fa7cbabbfce3bac0a5a,0x9d6a853da8bf51386240ad1ed19e13c48df3a2a7,0x45a58482c3b8ce0e8435e407fc7d34266f0a010d,0x5180dce8f532f40d84363737858e2c5fd0c8ab39,0xc4327dc9ef2511706d233e813b822f196bc027ac,0x033f193b3fceb22a440e89a2867e8fee181594d9","0x2f3788f2396127061c46fc07bd0fcb91faace328,0xe9544ee39821f72c4fc87a5588522230e340aa54",,,
3,Unagi,Mainnet,"0x4ad0b81f92b16624bbcf46fc0030cfbbf8d02376,0xbc5991ccd8caceba01edc44c2bb9832712c29cab,0x178bf8fd04b47d2de3ef3f6b3d112106375ad584,0x3af5ba94c29a8407785f5f6d90ef5d69a8eb2436,0x77607588222e01bf892a29abab45796a2047fc7b,0x634b0273d7060313faa60f96705116c9de50fa1f,0x49b09e7e434a3a4a924a3b640cbba54bf93b5677,0xbf8734c5a7b3e6d88aa0110bebb37844ac043d0a,0x7f20551e082ba3e035f2890cbd1ec4e275b9c8c0,0xde07f45688cb6cfaac398c1485860e186d55996d,0x9ce3018375d305ce3c3303a26ef62d3d2eb8561a,0x7f75d72886d6a8677321e5602d18948abcb4281a,0x1eb06eae3263a35619dc87812a8e7ec811b59e63,0xb088d7c71ea9ebaed981c103fc3019b59950d2c9,0x8ef11c51a666c53aeeec504f120cd1435e451342,0x7c765c474d231fd915dc78832b478f309071cba7,0xb00aa15f78a278be2fcb2aa7de899f3f863780f8,0xdf60b2cc40afd588bf650977a2d6c6af39939f4c,0x0349cf57bae5c0d9be56b9c478ea3797c7bcfddb,0x9501b3a6dce1bbe6094356391f3992e08ee90e3a,0x09dab27cc3758040eea0f7b51df2aee14bc003d6,0x6abe5f87e3f4dc87301064f63ca5b244d119980d,0xc13a321d800d2477d35bfe342f14368752bdc82f,0xaa6a0f286a0def717e9167b770c795cb4d72c15b,0x8a539e173b5ecee47401a82671f59de95a082c56,0x61bc30d0347de4a5766bed1e6f7049543da0ca77,0xfda4236adf86ebf0058bad69fb2e5991cfd233a2,0xc63942159f8adf59d180eab1333f23495aef12ad,0x85cb4da19994f20cdd55527155c650cb3e613ca3,0x7f52020a55a24011cc54e4eadcf37edc7e69f8f5,0xcc16943c30dfbbf53b3eb1fab374a38fc79ac2f4,0x549452631ec594c0580d0bf313d2df22304f574f,0x8c8c11c0cae2e5da0407c7b2a823167b5436c746,0x7c420415803beb2b8be06973a1488f2f5cb02551,0x83fc00d3de9707dc43a38224f37a525b89ab0c6a,0xa0dbe01b746d10eb739e7f637f65fbc2e3e9d1bc,0xf4fe5cc9425b58544afd24d8a2b14d7eba261019,0xcf10ddfed92d9538ca15ba5c1e89e5c6619a5d3c,0xeb49133796491205ac324d7b796d5ebd852377e3,0x1eda1b993860e2eec59bae8e0d8f646ea9dd154f,0xbac5f0964006bd3871189dc0da01e67d7c435c9f,0x994cc3a3fc0e1cb9a16f5ed06cf52169c09ab480,0x434d68ffc1c4dae115e2176eddf6539a5b8ce7d9,0x7bf9075d5e3fcd7819a978cf3e8bb836adbef3e8,0x159569426128def2afbd3f5da5d230298f1d5ab7,0x6250002e436fc3df09cb09d654a46270c4344345,0x48424fb48c1d148b38a9d6f29d05ad09003c9af0,0x20a00e85de13a49f872c033d6e4ba30ba6c4e5f5,0x07da6bba8529fc564f930ab7ccb7d7abbe6ff56b,0xe859231d5ef4051d300698b9d46c421de1d7d5e0,0x27cfeef8af7442f60dc4d1c4f7337f901fd8a573,0xfcf409263a5b4d51a658241d7cf78405fafb0a4e,0x09c4b30aaf16f96c7b086ce5692418420ebf6f08,0xc7a60d14e4d8d1bbe7eefe2b03edd8d9d23cc332,0x99d0f7d0ec94ff01a3d9534bffdabf9b7d86cfed,0x8ad4810b0ec62d78627c65b1ef19495e4204b7ee,0x546c0b07bc01cb761c8fc15a6e4f84cbbd4e1d21,0xed0941e5dc9141a2b029c65862044a4cac9e56e9,0xe1bdaa7ee392935eb276a421752abe986fd52914,0xf4e2007bb865b78bc0eac0cc242e974efd49c06d,0xe2ceda90aa1e43647ef306810a903b32c9a3aa94,0x7c5d6df0646ad1dc77ffb52e2430be779729ed69,0xbeca7b566fad28ccbe6dce59d42d37768ab3cd8b,0x1c595009b331fe85fd658aa0b6b7be95b6921021,0x273ba31c706b9d9fdae1fd999183bfa865895be9,0x8dcb98361a49550593b57747ab2825983ef43662,0x6e8a1e3b0b59c029809edee5bb9df96ff34812a9,0x7d55c795359eb049ff482c8bd5e0523f0fb40b6f,0x1c064ea662365c09c8e87242791dacbb90002605,0xa2f203f34314b001a223d674db9a2df28a5339a4,0x1c595009b331fe85fd658aa0b6b7be95b6921021,0xbeca7b566fad28ccbe6dce59d42d37768ab3cd8b,0x992810716963dcf7df436840c7e5c80baf896a32","0x00000006e09c1905203d59C506113F5dd677f7FA,0x34744E2C314FB4e59C16AfB7A8bD3C87e0389309",,,
4,PolyNetwork,Mainnet,"0x14413419452aaf089762a0c5e95ed2a13bbc488c,0x5a51e2ebf8d136926b9ca7b59b60464e7c44d2eb,0x250e76987d838a75310c34bf422ea9f1ac4cc906,0x2cdfc90250ef967036838da601099656e74bcfc5,0x81910675dbaf69dee0fd77570bfd07f8e436386a,0xdb0f18081b505a7de20b18ac41856bcb4ba86a1a,0xcf2afe102057ba5c16f899271045a0a37fcb10f2","0xc8ab4aa93949c377c32c069272425bd42738c42f,0xA87fB85A93Ca072Cd4e5F0D4f178Bc831Df8a00B,0xe0Afadad1d93704761c8550F21A53DE3468Ba599,0x23f4CA51aa75d9d3f28888748d514173394Cc671,0xfD3E731AFf8B930337302f26EEf015CFA022b778,0x11c924f0b50c51cbf9ac31a20365a38f24d4a4e8,0x2f6c25e3c93c0fc7fdde2ece8e370ae152a57b82",,,
5,Azuki DAO,Mainnet,"0xed5af388653567af2f388e6224dc7c4b3241c544,0x711867b009c28f79972fd36a0d13a24c1fbc3c99,0x8189afbe7b0e81dae735ef027cd31371b3974feb","0x85d231c204b82915c909a05847cca8557164c75e,0x8eadc7cc0a77594e3fa999e80e1ccb7f4e1c04e0",,0xdd32777a398150fe57b55f3d32156bc962253ee5039e6ca15afc81ab6233cacf,0xed5af388653567af2f388e6224dc7c4b3241c544
6,Azuki DAO,Mainnet,"0xed5af388653567af2f388e6224dc7c4b3241c544,0x711867b009c28f79972fd36a0d13a24c1fbc3c99,0x8189afbe7b0e81dae735ef027cd31371b3974feb","0x85d231c204b82915c909a05847cca8557164c75e,0x8eadc7cc0a77594e3fa999e80e1ccb7f4e1c04e0",,0xc87768f5436d80fd62bc534801dd93db434f1db19c5ae128f3bcdad65db56cfd,0xed5af388653567af2f388e6224dc7c4b3241c544
7,Azuki DAO,Mainnet,"0xed5af388653567af2f388e6224dc7c4b3241c544,0x711867b009c28f79972fd36a0d13a24c1fbc3c99,0x8189afbe7b0e81dae735ef027cd31371b3974feb","0x85d231c204b82915c909a05847cca8557164c75e,0x8eadc7cc0a77594e3fa999e80e1ccb7f4e1c04e0",,0x246f69886bcc63ed3e4c91beaefc2740384df19579b7d9ac1424db265e70ad20,0xed5af388653567af2f388e6224dc7c4b3241c544
8,Bao Community,Mainnet,"0x5ee08f40b637417bcc9d2c51b62f4820ec9cf5d8,0xb0f8fe96b4880adbdede0ddf446bd1e7ef122c4e,0xf4edfad26ee0d23b69ca93112ecce52704e0006f,0x3dfc49e5112005179da613bde5973229082dac35,0x8bf70dfe40f07a5ab715f7e888478d9d3680a2b6,0x885d90a424f87d362c9369c0f3d9a2d28af495f4,0x235b30088e66d2d28f137b422b9349fba51e0248,0x840e75261c2934f33c8766f6ea6235330dc1d72d,0x7492aa25dcb4013925c199ded466fdf9baa6a380,0x3dce48cfc0bea704ec1640b34b33ec55f97d3056,0x9ec01c8315fb3062c9c790c368b0001a84e94a74,0x1390c3ffb3f45864641f08bcc66211935b10d753,0xe7f3a90aee824a55b0f8969b6e29698966ee0191,0x0a39ee038aca8363edb6876d586c5c7b9336a562,0x675f82df9e2fc99f8e18d0134eda68f9232c0af9,0xdae71239d7f277824700dfc45b575e6aa21e2294,0x15174daafd4a72f282cf875a839d1abe9bf444c1,0x8fbcb931409d7118949b92c0ed2d692f6bcb3d92,0x0e7b7f385dc87e515b44e05233c340d474ea9d7c,0x123ec6701097d1c95771d0b8fa48b0d88e7d7b62,0x7945b0a6674b175695e5d1d08ae1e6f13744abb0,0xce391315b414d4c7555956120461d21808a69f3a,0xa1e3f062ce5825c1e19207cd93cefdad82a8a631","0x00693a01221a5e93fb872637e3a9391ef5f48300,0x3f99d5cd830203a3027eb0ed6548db7f81c3408f",,0x7374f3c6ee721802f04eb7237f60c9d3f8a045098803b9da573f4bf8b7328306,"0x5ee08f40b637417bcc9d2c51b62f4820ec9cf5d8,0xb0f8fe96b4880adbdede0ddf446bd1e7ef122c4e,0xf4edfad26ee0d23b69ca93112ecce52704e0006f"
9,Multichain,Mainnet,"0x0a992d191deec32afe36203ad87d7d289a738f81,0xbd3fa81b58ba92a82136038b25adec7066af3155,0x8efd012977dd5c97e959b9e48c04ee5fcd604374,0xc564ee9f21ed8a2d8e7e76c085740d5e4c5fafbe","0x9d5765ae1c95c21d4cc3b1d5bba71bad3b012b68,0xefeef8e968a0db92781ac7b3b7c821909ef10c88,0x418ed2554c010a0c63024d1da3a93b4dc26e5bb7,0x622e5f32e9ed5318d3a05ee2932fd3e118347ba0,0x48bead89e696ee93b04913cb0006f35adb844537,0x027f1571aca57354223276722dc7b572a5b05cd8",,,
10,CivFund,Mainnet,"0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826,0xf169bd68ed72b2fdc3c9234833197171aa000580,0xcb9985eb9433a757841d44ec8fcf5c585781bc44,0xdbed965c57bf74ab4ba3e3ffabf715c4b49f8835,0x20776beb58704bfc6b38aa88d3e1d81c9c1c15e3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",0xc3979fb23dcebaab141105f1e1ed1537be7d11c7f0e6ecd422ebb751d90e4b40,,0xf169bd68ed72b2fdc3c9234833197171aa000580
11,CivFund,Mainnet,"0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826,0xf169bd68ed72b2fdc3c9234833197171aa000580,0xcb9985eb9433a757841d44ec8fcf5c585781bc44,0xdbed965c57bf74ab4ba3e3ffabf715c4b49f8835,0x20776beb58704bfc6b38aa88d3e1d81c9c1c15e3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",0xa018ac9bf6f63c0207cf92e9a2296f7b6f08ad83772ed2acb1cff3ef0c3fafe6,,0xf169bd68ed72b2fdc3c9234833197171aa000580
12,CivFund,Mainnet,"0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826,0xf169bd68ed72b2fdc3c9234833197171aa000580,0xcb9985eb9433a757841d44ec8fcf5c585781bc44,0xdbed965c57bf74ab4ba3e3ffabf715c4b49f8835,0x20776beb58704bfc6b38aa88d3e1d81c9c1c15e3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",0x5916a355b4087f5fd3a08f06c5551b64902e4b8a3bba0c4e97e67086715d81d3,,0xf169bd68ed72b2fdc3c9234833197171aa000580
13,CivFund,Mainnet,"0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826,0xf169bd68ed72b2fdc3c9234833197171aa000580,0xcb9985eb9433a757841d44ec8fcf5c585781bc44,0xdbed965c57bf74ab4ba3e3ffabf715c4b49f8835,0x20776beb58704bfc6b38aa88d3e1d81c9c1c15e3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",0x4f9d52c1e30eef6b08047e2ba6e7e9779d269a6b1030682e646936d0a17abdac,,0xf169bd68ed72b2fdc3c9234833197171aa000580
14,CivFund,Mainnet,"0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826,0xf169bd68ed72b2fdc3c9234833197171aa000580,0xcb9985eb9433a757841d44ec8fcf5c585781bc44,0xdbed965c57bf74ab4ba3e3ffabf715c4b49f8835,0x20776beb58704bfc6b38aa88d3e1d81c9c1c15e3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",,0xf530a5b26274c38be75d40f161bbf22774846cb7896aa19d677be330ac02ea95,0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826
15,CivFund,Mainnet,"0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826,0xf169bd68ed72b2fdc3c9234833197171aa000580,0xcb9985eb9433a757841d44ec8fcf5c585781bc44,0xdbed965c57bf74ab4ba3e3ffabf715c4b49f8835,0x20776beb58704bfc6b38aa88d3e1d81c9c1c15e3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",,0xf36aba91b097b9c7cef0dc02a9198f570dca44a5eebcb606408c7568241c5de5,0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826
16,CivFund,Mainnet,"0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826,0xf169bd68ed72b2fdc3c9234833197171aa000580,0xcb9985eb9433a757841d44ec8fcf5c585781bc44,0xdbed965c57bf74ab4ba3e3ffabf715c4b49f8835,0x20776beb58704bfc6b38aa88d3e1d81c9c1c15e3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",,0xc6f7df745036197185662e48f6f4f6d7dfabeaf781ab4b4c5802644439948919,0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826
17,CivFund,Mainnet,"0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826,0xf169bd68ed72b2fdc3c9234833197171aa000580,0xcb9985eb9433a757841d44ec8fcf5c585781bc44,0xdbed965c57bf74ab4ba3e3ffabf715c4b49f8835,0x20776beb58704bfc6b38aa88d3e1d81c9c1c15e3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",,0x8ef4593f1eb1e75a8aa9ddd4ce2108714016e196ca70c738a444cf775a7052a4,0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826
18,CivFund,Mainnet,"0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826,0xf169bd68ed72b2fdc3c9234833197171aa000580,0xcb9985eb9433a757841d44ec8fcf5c585781bc44,0xdbed965c57bf74ab4ba3e3ffabf715c4b49f8835,0x20776beb58704bfc6b38aa88d3e1d81c9c1c15e3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",,0x7d6f7045a32ae82a21255710ca5ace0f2a118d10e89abd839d1611e525a5e518,0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826
19,CivFund,Mainnet,"0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826,0xf169bd68ed72b2fdc3c9234833197171aa000580,0xcb9985eb9433a757841d44ec8fcf5c585781bc44,0xdbed965c57bf74ab4ba3e3ffabf715c4b49f8835,0x20776beb58704bfc6b38aa88d3e1d81c9c1c15e3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",,0x724859c7c18be36bff806e21c3a5ff6734a0696400f93bd4f992e2ca9cda46e1,0x7caec5e4a3906d0919895d113f7ed9b3a0cbf826
